# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1693381969.71378 0.010549 0.007997 0.031249 -0.001360 0.078854 -0.700297 0.709482 0.0009150383 -0.0000005749 0.0000000455 0.0009153886 -0.0000001196 0.0009146273 0.0210766809 -0.0000003538 -0.0000331925 0.0210773070 -0.0000316215 0.0028384584
1693381969.74666 0.020541 0.004307 0.022941 0.002999 0.077898 -0.695820 0.713973 0.0000648312 -0.0000017746 -0.0000216492 0.0000403083 -0.0000615004 0.0006091991 0.0032119454 -0.0000613777 -0.0000399473 0.0029005889 0.0001243633 0.0027419282
1693381969.77978 0.021423 0.002862 0.026977 0.008390 0.074009 -0.693934 0.716176 0.0000682445 -0.0000011942 -0.0000285243 0.0000388816 -0.0000518660 0.0006018764 0.0031778739 -0.0000542565 -0.0000397607 0.0028607854 0.0001264760 0.0027441415
1693381969.81273 0.023667 0.000359 0.030217 0.015901 0.069204 -0.692649 0.717771 0.0000670305 0.0000001840 -0.0000354975 0.0000370268 -0.0000413898 0.0005922658 0.0031495415 -0.0000495445 -0.0000405440 0.0028255109 0.0001257238 0.0027441614
1693381969.84615 0.022200 -0.003230 0.031966 0.021915 0.065401 -0.691929 0.718663 0.0000623026 -0.0000002363 -0.0000426441 0.0000352243 -0.0000319966 0.0005804593 0.0031109442 -0.0000497936 -0.0000394368 0.0027946388 0.0001233993 0.0027419985
1693381969.87981 0.021384 -0.007402 0.032644 0.023795 0.062378 -0.692643 0.718184 0.0000462790 -0.0000016862 -0.0000459120 0.0000338164 -0.0000268487 0.0005677773 0.0030630245 -0.0000522325 -0.0000394776 0.0027673092 0.0001190169 0.0027375330
1693381969.91317 0.023250 -0.012075 0.033641 0.022181 0.060355 -0.693729 0.717360 0.0000344355 -0.0000015138 -0.0000452699 0.0000326228 -0.0000263322 0.0005549179 0.0030220413 -0.0000520710 -0.0000396377 0.0027447989 0.0001136646 0.0027304136
1693381969.94651 0.026173 -0.016899 0.033377 0.018786 0.059412 -0.694295 0.716988 0.0000278476 -0.0000010600 -0.0000430672 0.0000313532 -0.0000273975 0.0005423404 0.0029853315 -0.0000511609 -0.0000390906 0.0027259178 0.0001075858 0.0027214384
1693381969.98005 0.024563 -0.017761 0.035907 0.014810 0.059853 -0.693171 0.718131 0.0000241007 -0.0000007805 -0.0000405797 0.0000303235 -0.0000295725 0.0005344748 0.0029628371 -0.0000542366 -0.0000389758 0.0027128227 0.0001024040 0.0027124749
1693381970.01367 0.032336 -0.017208 0.036964 0.010497 0.059781 -0.692678 0.718688 0.0000187104 -0.0000016409 -0.0000395518 0.0000274742 -0.0000347426 0.0004501671 0.0027329285 -0.0000524719 -0.0000065317 0.0026869791 0.0000845367 0.0026848095
1693381970.04713 0.031588 -0.017254 0.042009 0.007228 0.058820 -0.688959 0.722374 0.0000172867 -0.0000014681 -0.0000370167 0.0000263877 -0.0000359267 0.0004445170 0.0027157692 -0.0000490957 -0.0000052243 0.0026767252 0.0000780185 0.0026763162
1693381970.08055 0.028926 -0.015955 0.047556 0.003336 0.056857 -0.684673 0.726622 0.0000161811 -0.0000014319 -0.0000343845 0.0000255746 -0.0000367418 0.0004400783 0.0027011793 -0.0000451315 -0.0000035081 0.0026667439 0.0000717319 0.0026693723
1693381970.11395 0.026115 -0.014519 0.053131 -0.001066 0.053670 -0.680507 0.730772 0.0000149694 -0.0000014965 -0.0000303769 0.0000245558 -0.0000373103 0.0004351868 0.0026828803 -0.0000376622 0.0000000890 0.0026547910 0.0000639838 0.0026605520
1693381970.14660 0.035617 -0.018432 0.060178 -0.005251 0.050644 -0.679602 0.731812 0.0000121890 -0.0000001613 -0.0000275917 0.0000183521 -0.0000342416 0.0004224810 0.0026445866 -0.0000264484 -0.0000043538 0.0026336671 0.0000479459 0.0026262579
1693381970.17957 0.035554 -0.004446 0.083911 -0.008044 0.048348 -0.678168 0.733271 0.0000109241 -0.0000001164 -0.0000230259 0.0000165263 -0.0000324944 0.0004193585 0.0026335471 -0.0000257708 -0.0000088489 0.0026269047 0.0000428422 0.0026160253
1693381970.21285 0.054266 -0.002799 0.109030 -0.009972 0.046686 -0.682000 0.729792 0.0000098651 0.0000006790 -0.0000207658 0.0000129973 -0.0000315577 0.0004121819 0.0026013514 -0.0000057446 0.0000016634 0.0026021700 0.0000218549 0.0025878389
1693381970.24602 0.052842 0.007756 0.128650 -0.009720 0.043215 -0.683321 0.728773 0.0000097110 0.0000003909 -0.0000201194 0.0000126070 -0.0000302098 0.0004118957 0.0025979799 -0.0000055154 0.0000026473 0.0025994391 0.0000205980 0.0025879972
1693381970.27898 0.050769 0.018686 0.149704 -0.006140 0.038806 -0.684891 0.727585 0.0000094585 0.0000002424 -0.0000195194 0.0000113966 -0.0000257106 0.0004119073 0.0025948289 -0.0000054316 0.0000019784 0.0025961161 0.0000187676 0.0025844111
1693381970.31217 0.047671 0.030603 0.169857 -0.000311 0.034586 -0.687247 0.725600 0.0000093603 0.0000001150 -0.0000201920 0.0000103824 -0.0000197390 0.0004119469 0.0025921809 -0.0000049955 0.0000023688 0.0025927292 0.0000171583 0.0025828857
1693381970.34554 0.046529 0.043573 0.190981 0.005695 0.030167 -0.690693 0.722496 0.0000093125 -0.0000000381 -0.0000207449 0.0000096490 -0.0000139342 0.0004121349 0.0025901120 -0.0000046067 0.0000028693 0.0025894350 0.0000156521 0.0025820199
1693381970.37883 0.045312 0.057947 0.213951 0.010273 0.026770 -0.694896 0.718538 0.0000093305 -0.0000003199 -0.0000207593 0.0000093996 -0.0000095196 0.0004120966 0.0025882647 -0.0000044246 0.0000034130 0.0025868089 0.0000148349 0.0025827730
1693381970.41211 0.045012 0.073383 0.238162 0.013364 0.024947 -0.698263 0.715282 0.0000092617 -0.0000004099 -0.0000208301 0.0000091939 -0.0000068985 0.0004114939 0.0025865512 -0.0000042332 0.0000039345 0.0025839036 0.0000134901 0.0025828866
1693381970.44507 0.044180 0.092407 0.269431 0.014325 0.025690 -0.700050 0.713488 0.0000086628 -0.0000000140 -0.0000206876 0.0000083030 -0.0000056567 0.0004107065 0.0025852687 -0.0000040255 0.0000048037 0.0025795579 0.0000097369 0.0025792445
1693381970.47825 0.045616 0.107852 0.293975 0.013525 0.024624 -0.699688 0.713896 0.0000084658 0.0000002182 -0.0000205406 0.0000080411 -0.0000068494 0.0004101812 0.0025851789 -0.0000043362 0.0000050716 0.0025767975 0.0000077870 0.0025780562
1693381970.51159 0.045517 0.121741 0.315967 0.010538 0.023574 -0.698311 0.715328 0.0000082606 0.0000002125 -0.0000184688 0.0000081420 -0.0000076934 0.0004101286 0.0025853597 -0.0000047342 0.0000053058 0.0025752461 0.0000071545 0.0025787253
1693381970.54490 0.045274 0.136706 0.340695 0.007938 0.025620 -0.697039 0.716532 0.0000081461 0.0000003079 -0.0000176139 0.0000082284 -0.0000099188 0.0004098977 0.0025856997 -0.0000050502 0.0000055463 0.0025736768 0.0000063374 0.0025790793
1693381970.57821 0.045856 0.151816 0.365341 0.006114 0.026830 -0.695280 0.718212 0.0000080164 0.0000004036 -0.0000173567 0.0000083303 -0.0000120345 0.0004095934 0.0025863705 -0.0000053970 0.0000057057 0.0025720934 0.0000053643 0.0025792906
1693381970.61156 0.045801 0.167535 0.391010 0.005658 0.027027 -0.693057 0.720354 0.0000078017 0.0000003611 -0.0000167384 0.0000082187 -0.0000125182 0.0004093348 0.0025874449 -0.0000058196 0.0000058481 0.0025706595 0.0000043120 0.0025792504
1693381970.64477 0.045325 0.182857 0.416002 0.006124 0.025539 -0.690425 0.722927 0.0000076229 0.0000002722 -0.0000163660 0.0000080536 -0.0000112886 0.0004092708 0.0025888974 -0.0000061882 0.0000059716 0.0025692996 0.0000031963 0.0025792139
1693381970.67808 0.044097 0.196512 0.438033 0.005263 0.022511 -0.687904 0.725434 0.0000074378 0.0000001769 -0.0000146121 0.0000080129 -0.0000096822 0.0004093515 0.0025906903 -0.0000064773 0.0000062354 0.0025682596 0.0000023951 0.0025797600
1693381970.71144 0.043618 0.210072 0.460117 0.003757 0.018605 -0.685434 0.727887 0.0000071449 0.0000000758 -0.0000114259 0.0000079739 -0.0000085660 0.0004094869 0.0025925237 -0.0000067366 0.0000064154 0.0025673311 0.0000015776 0.0025802277
1693381970.74471 0.043412 0.222498 0.481167 0.000568 0.015722 -0.682865 0.730375 0.0000069116 0.0000000307 -0.0000082490 0.0000079384 -0.0000087809 0.0004095150 0.0025945179 -0.0000071082 0.0000064509 0.0025665301 0.0000006546 0.0025802278
1693381970.77799 0.044097 0.234881 0.501820 -0.004592 0.013293 -0.681082 0.732072 0.0000067353 -0.0000000405 -0.0000039778 0.0000080482 -0.0000106888 0.0004094447 0.0025966213 -0.0000074961 0.0000065406 0.0025659197 -0.0000001217 0.0025806867
1693381970.81115 0.044786 0.247532 0.522773 -0.010202 0.011962 -0.678051 0.734846 0.0000065377 -0.0000001303 -0.0000004121 0.0000080596 -0.0000129982 0.0004091274 0.0025988471 -0.0000079787 0.0000065183 0.0025654503 -0.0000009200 0.0025807092
1693381970.84429 0.045869 0.258718 0.541930 -0.013747 0.014070 -0.674768 0.737768 0.0000064982 -0.0000001481 0.0000000718 0.0000083183 -0.0000163810 0.0004087641 0.0026012872 -0.0000084591 0.0000065746 0.0025651102 -0.0000016699 0.0025810347
