# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1691674611.64453 0.038384 0.267455 0.271391 0.009257 0.044859 0.998950 0.000351 0.0009263467 0.0000002913 -0.0000001628 0.0009252250 -0.0000000326 0.0009250634 0.0232890476 -0.0000057565 -0.0001226137 0.0232575629 -0.0008214406 0.0028829244
1691674611.66781 0.020665 0.207085 0.271477 -0.016147 -0.034735 -0.999252 0.005239 0.0000401521 0.0000062341 0.0000200628 0.0000245270 0.0000356244 0.0004473252 0.0027113863 0.0000027570 0.0000680253 0.0026402619 0.0000178033 0.0026089704
1691674611.70130 0.024535 0.213659 0.277341 -0.017833 -0.030529 -0.999350 0.006982 0.0000417236 0.0000060429 0.0000237514 0.0000214516 0.0000261169 0.0004447771 0.0026917081 0.0000074068 0.0000635025 0.0026344783 0.0000149731 0.0026027149
1691674611.73436 0.027744 0.221343 0.282437 -0.021218 -0.023803 -0.999446 0.009482 0.0000429890 0.0000057879 0.0000246905 0.0000196861 0.0000193501 0.0004433404 0.0026911492 0.0000110970 0.0000617086 0.0026331497 0.0000163577 0.0026031329
1691674611.76774 0.031082 0.228037 0.286681 -0.024678 -0.017338 -0.999460 0.013072 0.0000420782 0.0000040517 0.0000272684 0.0000175380 0.0000131340 0.0004407843 0.0026900421 0.0000161730 0.0000596910 0.0026292372 0.0000175925 0.0026027476
1691674611.80146 0.035103 0.234744 0.290340 -0.027945 -0.013438 -0.999391 0.016023 0.0000348491 0.0000017599 0.0000331351 0.0000159365 0.0000099711 0.0004363096 0.0026889217 0.0000217957 0.0000575806 0.0026187234 0.0000178200 0.0026016651
1691674611.83475 0.039421 0.243426 0.293588 -0.031304 -0.012023 -0.999271 0.018222 0.0000298974 0.0000002964 0.0000367835 0.0000147461 0.0000092740 0.0004328855 0.0026882739 0.0000260301 0.0000553175 0.0026128193 0.0000179715 0.0026000775
1691674611.86799 0.043890 0.252700 0.296203 -0.034268 -0.012626 -0.999130 0.020139 0.0000267578 -0.0000004590 0.0000389013 0.0000138391 0.0000095661 0.0004300527 0.0026882205 0.0000289615 0.0000528974 0.0026097850 0.0000180180 0.0025980156
1691674611.90122 0.048412 0.262219 0.298041 -0.036653 -0.014417 -0.998992 0.021531 0.0000247217 -0.0000007477 0.0000401874 0.0000131095 0.0000108635 0.0004275287 0.0026884908 0.0000311153 0.0000504518 0.0026083392 0.0000180617 0.0025956712
1691674611.93455 0.054600 0.271550 0.300211 -0.038117 -0.016060 -0.998881 0.022952 0.0000230205 -0.0000007426 0.0000405253 0.0000118903 0.0000122675 0.0004249255 0.0026657073 0.0000318676 0.0000428259 0.0026061257 0.0000204061 0.0025873505
1691674611.96779 0.059675 0.281198 0.301328 -0.039080 -0.016592 -0.998790 0.024817 0.0000215583 -0.0000007259 0.0000403296 0.0000113424 0.0000126483 0.0004229935 0.0026647886 0.0000317134 0.0000406007 0.0026055874 0.0000204425 0.0025849259
1691674612.00101 0.065203 0.291198 0.302389 -0.039242 -0.016689 -0.998741 0.026409 0.0000199016 -0.0000006619 0.0000395415 0.0000108325 0.0000128298 0.0004213318 0.0026638495 0.0000309917 0.0000383453 0.0026048152 0.0000202889 0.0025825009
