# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1694527259.59421 -0.005168 0.005760 0.053531 -0.005225 0.018388 -0.648910 0.760625 0.0003509582 0.0002176683 0.0001017387 0.0006261194 -0.0000690770 0.0008904420 0.0074684064 0.0044571335 -0.0000223248 0.0172230672 -0.0000504372 0.0028314945
1694527259.62473 -0.015827 -0.024336 0.074448 -0.006500 0.009430 -0.646077 0.763186 0.0000909732 -0.0000164074 0.0001049345 0.0000557238 -0.0000427661 0.0008120868 0.0038652912 -0.0000903696 0.0000020042 0.0034099490 0.0001072091 0.0027993913
1694527259.65751 -0.017776 -0.031671 0.086144 -0.008807 -0.002792 -0.644302 0.764715 0.0000913455 -0.0000166877 0.0001186830 0.0000540463 -0.0000345007 0.0008011066 0.0038257713 -0.0001114522 -0.0000017934 0.0033366309 0.0001216206 0.0028155690
1694527259.69109 -0.012938 -0.032638 0.097991 -0.013414 -0.011889 -0.644825 0.764120 0.0000888766 -0.0000137365 0.0001262250 0.0000506711 -0.0000243412 0.0007847426 0.0037851064 -0.0001339940 -0.0000038926 0.0032727710 0.0001392664 0.0028357552
1694527259.72459 -0.009444 -0.031818 0.111143 -0.017604 -0.020524 -0.643745 0.764762 0.0000847099 -0.0000100925 0.0001298810 0.0000470520 -0.0000195170 0.0007642651 0.0037282582 -0.0001524066 -0.0000038504 0.0032114592 0.0001593337 0.0028573407
1694527259.75720 -0.013107 -0.025372 0.126487 -0.020828 -0.028211 -0.639152 0.768281 0.0000799333 -0.0000076688 0.0001291221 0.0000448100 -0.0000181637 0.0007425813 0.0036660045 -0.0001593852 -0.0000039784 0.0031552758 0.0001793683 0.0028797180
1694527259.79008 -0.011924 -0.016839 0.141381 -0.024036 -0.032857 -0.632833 0.773218 0.0000767579 -0.0000065999 0.0001294425 0.0000448182 -0.0000184251 0.0007182109 0.0036053342 -0.0001550708 -0.0000051499 0.0031084878 0.0001974478 0.0029037583
1694527259.82300 -0.014837 -0.008582 0.159279 -0.029753 -0.034327 -0.624523 0.779684 0.0000794539 -0.0000073462 0.0001314544 0.0000471154 -0.0000219686 0.0006965767 0.0035479594 -0.0001511731 -0.0000068704 0.0031057530 0.0002091795 0.0029293598
1694527259.85532 -0.015251 0.041762 0.194016 -0.036915 -0.034264 -0.616536 0.785714 0.0000543335 -0.0000048578 0.0001024339 0.0000420181 -0.0000246079 0.0006151431 0.0032787792 -0.0001700940 -0.0000342411 0.0028920088 0.0002325000 0.0028968045
1694527259.88837 -0.021027 0.048704 0.212918 -0.042120 -0.027094 -0.603417 0.795851 0.0000553734 -0.0000064002 0.0001012444 0.0000461521 -0.0000349918 0.0006178512 0.0033488994 -0.0001758048 -0.0000333309 0.0028900259 0.0002387446 0.0029345465
1694527259.92173 -0.070873 0.069484 0.215809 -0.054783 -0.023437 -0.582402 0.810714 0.0000416653 -0.0000023310 0.0000744801 0.0000402579 -0.0000249545 0.0005043940 0.0029137109 -0.0000625927 -0.0000773785 0.0028560244 0.0002449506 0.0029204837
1694527259.95482 -0.068467 0.076003 0.229500 -0.065196 -0.022400 -0.572758 0.816820 0.0000450282 -0.0000048798 0.0000837825 0.0000445829 -0.0000380877 0.0005040902 0.0029438293 -0.0000554964 -0.0000830914 0.0028609009 0.0002522787 0.0029527839
1694527259.98784 -0.035725 0.052613 0.212211 -0.077543 -0.026308 -0.573233 0.815290 0.0000361851 -0.0000034671 0.0000724199 0.0000450269 -0.0000426196 0.0004681409 0.0028425466 -0.0000157215 -0.0000519863 0.0028337721 0.0002302831 0.0029545915
1694527260.02144 -0.029130 0.068285 0.229860 -0.083160 -0.025753 -0.573247 0.814745 0.0000359458 -0.0000062738 0.0000792075 0.0000454236 -0.0000477221 0.0004610192 0.0028309385 -0.0000281411 -0.0000484616 0.0028275283 0.0002264886 0.0029490564
1694527260.05471 -0.029085 0.076801 0.243391 -0.085798 -0.024779 -0.573094 0.814609 0.0000344892 -0.0000068391 0.0000784325 0.0000462452 -0.0000498662 0.0004607027 0.0028390042 -0.0000291860 -0.0000437692 0.0028243480 0.0002250169 0.0029570849
1694527260.08791 -0.028694 0.084981 0.256577 -0.084697 -0.023706 -0.574151 0.814012 0.0000328438 -0.0000069627 0.0000765913 0.0000461926 -0.0000500793 0.0004607672 0.0028434179 -0.0000293179 -0.0000376430 0.0028213858 0.0002220129 0.0029588242
1694527260.12107 -0.017732 0.093581 0.271018 -0.080654 -0.024360 -0.576610 0.812664 0.0000310127 -0.0000075521 0.0000744131 0.0000427274 -0.0000498863 0.0004570743 0.0028283634 -0.0000242642 -0.0000203947 0.0028124280 0.0002050709 0.0029267034
1694527260.15417 -0.020429 0.100204 0.314224 -0.070951 -0.023236 -0.574963 0.814766 0.0000253687 -0.0000096274 0.0000660894 0.0000234251 -0.0000436001 0.0004383970 0.0027565876 -0.0000418003 -0.0000200057 0.0027567925 0.0001466567 0.0027191343
1694527260.18727 -0.028172 0.104780 0.327926 -0.064279 -0.027810 -0.571212 0.817809 0.0000220837 -0.0000066750 0.0000586694 0.0000196546 -0.0000350873 0.0004343822 0.0027327247 -0.0000394040 -0.0000212038 0.0027361863 0.0001316974 0.0027065497
1694527260.22051 -0.023468 0.109321 0.348178 -0.058198 -0.030429 -0.568826 0.819832 0.0000209489 -0.0000054241 0.0000574384 0.0000173747 -0.0000277315 0.0004305126 0.0027176262 -0.0000400116 -0.0000254168 0.0027201540 0.0001185492 0.0026922046
1694527260.25374 -0.020633 0.114785 0.362047 -0.055044 -0.034644 -0.564868 0.822614 0.0000201628 -0.0000046095 0.0000566260 0.0000170362 -0.0000238815 0.0004291040 0.0027122976 -0.0000378706 -0.0000227555 0.0027140560 0.0001176229 0.0026961852
1694527260.28714 -0.023795 0.122765 0.379019 -0.052911 -0.040121 -0.558447 0.826878 0.0000190007 -0.0000039531 0.0000569597 0.0000160227 -0.0000213470 0.0004233395 0.0026948033 -0.0000290445 -0.0000149829 0.0027000727 0.0001087351 0.0026915802
1694527260.32032 -0.016459 0.117890 0.387589 -0.051891 -0.045712 -0.553173 0.830192 0.0000184997 -0.0000030707 0.0000582520 0.0000149399 -0.0000181243 0.0004183181 0.0026772528 -0.0000197572 -0.0000097099 0.0026851255 0.0000992961 0.0026867323
1694527260.35351 -0.015409 0.120388 0.398949 -0.052407 -0.049636 -0.548627 0.832946 0.0000187852 -0.0000026093 0.0000605600 0.0000143548 -0.0000160508 0.0004161129 0.0026694599 -0.0000176058 -0.0000080576 0.0026753051 0.0000927976 0.0026837837
1694527260.38674 -0.015796 0.125861 0.413157 -0.053109 -0.052131 -0.545158 0.835024 0.0000183926 -0.0000021325 0.0000613974 0.0000132195 -0.0000149624 0.0004129912 0.0026602809 -0.0000144236 -0.0000057737 0.0026639857 0.0000840962 0.0026781434
1694527260.41996 -0.016569 0.128669 0.424536 -0.053884 -0.053784 -0.541976 0.836938 0.0000181115 -0.0000018776 0.0000615487 0.0000124259 -0.0000146798 0.0004114514 0.0026560822 -0.0000131658 -0.0000056764 0.0026544265 0.0000766495 0.0026734693
1694527260.45313 -0.015374 0.133274 0.437672 -0.054862 -0.054949 -0.539138 0.838630 0.0000183567 -0.0000018016 0.0000630704 0.0000119719 -0.0000147539 0.0004100132 0.0026532236 -0.0000116460 -0.0000047836 0.0026468969 0.0000709700 0.0026707868
1694527260.48634 -0.013683 0.137423 0.449925 -0.056274 -0.056432 -0.536294 0.840260 0.0000185619 -0.0000018038 0.0000643096 0.0000115967 -0.0000151245 0.0004087703 0.0026510790 -0.0000105054 -0.0000041130 0.0026401189 0.0000657403 0.0026684244
